"app_id","first_payment","second_payment","tot_users","avg_daily_users","avg_daily_admins","avg_daily_msgs","avg_daily_cmts","avg_daily_mails","avg_daily_cnvs","sum_tot_dur","old_id","time_to_trial"
5253,9180,5700,27,4,2,0.06,0,0,0.29,27256,7829,1090
120612,4900,0,1,0,1.93,0,0,0,0,8796,9602,1
105592,8380,8900,3932,273,4,0,0,0,4.83,2950,10202,428
126583,0,0,10,0,2,2.09,0.18,0.09,1.18,23286,10172,0
133098,16425,0,63,11,2.75,1.56,4.06,0.5600000000000001,1.38,910872,10995,0
110025,5700,5700,50,1,2.81,4.4,0.01,4.39,4.4,23142,7680,0
112553,10110,0,71,1,1,0.05,0.2,0.25,0.65,7329,8437,0
118488,22500,39500,38025,2965,12.16,0.8,1,0.12,0.48,60958,8913,0
145791,9180,0,101,5,4.33,1.33,0,0.33,5.33,272761,13202,0
112276,8290,20720,35377,1017,2.87,0.07000000000000001,0,0,115,87550,8016,0
141590,0,0,0,0,1,0,0,0,0,13768,14256,1
114265,5700,5700,0,0,1,0,0,0,0,858,8896,1
114280,9180,9180,578,29,7.5,5.33,49.17,3.58,23.42,2702,8289,0
129591,30530,0,6105,93,6.78,2.78,39.89,0.78,3.89,1831245,12729,1
43049,31000,31000,20128,146,4.47,3.47,10.88,2.12,47.88,44155,7957,357
137756,5700,0,8,1,2,0,0.25,0,0.25,325735,11677,0
10273,4900,4900,9379,406,3.4,2.63,0.07000000000000001,0.09,42.08,,954,0
15627,4900,4900,6,0,2,0.35,0.24,0,0.59,49176,2502,0
81267,0,0,1,0,0,0,0,0,0,,6111,0
68206,4900,4900,13,1,1.92,0.25,0,0,0.17,312148,5789,0
71988,7900,17500,3057,20,4.83,1.08,2.58,3.58,174.25,465821,5842,0
116737,5700,5700,76,1,2.67,0,0,0,0.58,6628,8658,0
128983,0,0,50,0,1.11,0.67,1.89,1.11,1.22,385216,13462,2
113750,13970,17150,4879,77,8.75,13.94,22.69,21.56,104.25,473811,8691,1
134227,5300,5300,5,0,2.67,0.5,0,0,0,42123,11213,0
128333,0,0,38,3,1,0,0,0,0,4860,10384,0
120109,5700,5700,403,11,5.45,2.27,2.73,1.18,18.55,161452,9157,0
86704,9900,7900,1912,83,1,0,0,0,0,19362,6208,0
145183,0,0,3,0,1.67,3.33,1,0,1.33,64871,12923,0
124595,0,0,1129,0,1,0.64,0.55,0.36,0.36,7184,9937,0
115814,6300,16830,17709,373,2.83,0.5,3.33,1.67,417,319547,8532,0
135392,9180,0,3,0,5.2,0.4,0.2,0,0.4,30595,11337,0
89678,7900,4900,2,0,3,0,0,0,0,63233,6261,0
132359,22540,22540,77,0,2,0,0,0,0,0,11051,0
148411,0,0,39,16,2,0,0,0,0,32369,14300,1
146518,12000,0,3293,3,8.33,5,3.67,5.67,5,1025522,13294,0
147314,6270,0,377,3,2.67,4.67,0.67,0,2.33,154724,13244,0
147485,232790,0,82068,460,4,13.33,92,3,92.67,677953,13264,0
149591,0,0,68,0,1,0.5,0,0,0,,13621,0
143754,0,0,6,1,3,2.67,1.67,0,1.33,575669,12672,0
141726,0,0,1,0,2,0,0,0,0,17310,12323,0
108075,14000,14000,5330,561,1.5,3.25,2.5,0.25,3,39824,7565,0
16530,4900,4900,1775,98,5.9,1.01,3.31,2.34,14.87,255477,2798,0
18964,0,0,2,0,1,0.06,0.01,0,0.04,0,3563,0
10099,4900,4900,58,13,5.97,0.04,0.02,0,0.02,,934,0
21289,4900,4900,75,0,1,0.07000000000000001,0,0,0.07000000000000001,69608,3989,0
24535,0,0,1,0,1,0.07000000000000001,0.02,0,0.02,1186,4627,0
9430,4900,0,304,7,5.97,0.09,0.01,0,0,,852,0
24243,14900,14900,14659,576,2.15,1.31,4.58,1.61,235.02,40860,4677,0
14509,9800,4900,19,0,1.99,0.34,0.01,0.31,0.34,10166,2245,0
3115,0,0,91531,0,2.67,0,0,0,0,135570,3486,731
15169,4900,4900,218,4,2,0.01,0,0.01,0.01,7241,4777,433
23769,0,0,0,0,0.03,0.07000000000000001,0,0,0,,4461,0
13860,5300,5300,88,1,1.19,0.04,0.09,0.08,0.04,643986,7665,297
2531,0,0,7214,60,2,0.79,1.51,1.79,1.79,176,208,5
9401,6000,4900,795,24,2.51,0.12,1.36,0.45,6.96,209299,3611,366
18522,18200,18200,10880,1220,14.27,8.59,27.69,8.300000000000001,170.34,301736,3468,0
16971,9800,4900,1339,10,2.43,1.86,5.24,1.11,15.81,728487,3020,0
21222,7980,13680,1662,9,1.15,0.12,0.01,0.05,0.1,49331,7717,64
11831,4900,4900,33,0,1.98,0,0,0,0,,1313,0
41175,4900,4900,40,5,4.55,0.57,1.67,0.55,1.2,134132,5081,0
14192,0,0,264,19,1,0.13,0.11,0,0.07000000000000001,119276,2036,0
4618,4900,0,145,2,1.92,0.01,0.08,0.01,0.03,11481,3001,726
13884,4900,4900,46,7,4.33,0.13,0.19,0.08,0.29,466196,1997,0
14492,6000,11500,3702,58,7.21,0.66,1.03,0.21,92.45,1468358,2152,0
5493,4900,7100,3421,51,4.79,0.74,2.95,1.76,10.25,,1139,363
17760,14900,14900,1669,95,5.96,0.54,3.24,1.3,45.37,501604,3255,0
13084,9800,9800,572,17,5.61,0.68,2.24,0.18,2.77,153056,3156,360
11985,4900,6000,493,13,8.720000000000001,0.21,0.76,0,0.05,,1322,0
16138,4900,0,208,1,0.19,0.05,0.01,0,0.04,,2652,0
15353,4900,0,10,0,2.5,0,0.05,0.05,0.32,,2425,0
8559,4900,4900,2209489,35269,2.99,0.01,0.01,0,0,,708,0
22430,4900,4900,235,6,7.6,0.76,1.32,0.6,2.31,285978,4171,0
11509,14800,13700,67404,966,4.42,2.06,0.55,1.71,1082.92,,1330,0
17403,6000,4900,2232,47,5.98,0.39,1.67,1.63,5.41,61737,3344,0
22015,4900,4900,115,2,2.49,2.54,2.11,0.74,2.78,351149,4115,0
22230,0,0,1,0,1,0,0,0,0,1273,4462,2
24272,14900,14900,16980,2,1,0.45,0.08,0,0.41,3563,4555,0
11087,4900,4900,187,5,5.67,0.35,0.8100000000000001,0.27,8.15,,1052,0
20321,35480,28900,191970,57,1.98,0.13,0.2,0.03,0.42,132925,3802,0
23628,4900,4900,31,2,1,0.06,0.06,0,0.01,755,4421,0
8464,4900,4900,11484,90,6.04,0.22,3.66,1.9,26.65,,988,2
16171,13680,15030,2125,153,1.12,0.15,0.67,0.04,4.12,2391967,7571,365
18483,7900,0,2,0,1,0.03,0,0,0.03,7980,6400,63
8406,9800,9800,8550,2,2.46,0.03,0.11,0.05,0.03,17076,719,0
58842,12700,12700,1497,83,5.64,0.73,8.359999999999999,0,46.91,844320,5754,69
54493,0,0,3,0,0,0.15,0.03,0,0.08,,5510,0
73597,0,0,34,0,1,0.27,0,0,0,4,5895,0
27514,19800,24700,1601,45,3.63,0.79,0.45,0.18,8.68,,4752,0
14482,4900,4900,8,0,1.92,0.15,0.15,0,0.54,,2140,0
40373,7900,7900,8,0,1,0.35,0,0,0.18,329246,5041,0
80849,7900,7900,81,0,2.89,0.33,0.11,0.11,2.67,217100,6118,0
119662,5700,0,0,0,1,0,0,0,0,21,9075,0
119018,16090,10000,1874,210,3,4.67,20.17,1.42,31.67,26569,9008,0
119262,7410,7600,707,11,2.24,0,0,0,0,7,10783,2
107083,10950,7960,1666,36,2.21,0.38,0.6,0.05,28.81,60567,7721,0
105168,5700,5700,79,11,2.53,0.74,3.42,0.53,2.32,1444882,6682,0
111027,49920,49920,20572,112,7.47,16.53,36.35,14.12,50.35,1071674,7930,0
58109,14080,14080,145,2,1.71,0.76,0.29,0.38,2.1,189722,10905,360
129189,0,0,122027,0,0.8,0.3,0,0,0,,12763,1
95900,0,0,1722,46,2.39,0.04,0.22,0,0.04,2166,10557,429
126467,8535,13435,5801,3,3.36,7.91,32.09,11.73,8,46971,10156,0
130521,9180,9180,124,11,2.89,0,0,0,0,286513,10904,0
126201,14820,17150,2666,460,4.64,5.82,34.27,4.09,241.55,97000,10179,0
150410,0,0,16,1,4.5,2,0,0,0,457873,13753,0
136329,10600,0,553,5,4.17,6.5,33.67,6.5,6.17,942258,11770,0
106917,7890,7890,10,0,1.88,0.18,0,0,0.12,1988,7999,425
127303,0,0,1,0,0,0.5,0,0,0.17,,10246,0
112304,8935,15030,2094,46,10.05,5.68,7.95,6,8.68,302082,9979,2
138717,0,0,7,1,2,0,0,0,0,104131,12503,0
104975,5700,5700,113,10,2,2,4.2,0.6,4.4,183249,6926,0
105634,4900,4900,22,2,1,0,0,0,0,892791,6796,0
135493,5300,0,21,4,3.8,0.4,1.6,0,0.2,525772,11362,0
153933,0,0,860,9,2,4,2,0,1,243245,14339,0
134288,4900,0,536,0,0.83,0.17,0.17,0,0.17,,11191,0
108326,7890,7890,0,0,2,0,0,0,0,8454,7423,0
106639,0,0,133,0,1,0,0,0,0,,7054,0
120345,15030,15030,2047,601,1.9,0.3,0.5,0,26,59982,9170,0
149344,0,0,35,0,2,11,25,20,11,613397,13571,0
106451,22540,18210,1238,105,6,4,6.67,0.67,30,1422021,7005,0
139684,4900,0,36,0,3,6.33,0,6.33,6.33,523952,12007,0
21311,23590,14900,556,6,2.04,0.22,0.19,0,2,35178,4124,0
13127,4900,4900,1,0,1,0.03,0,0,0,,1701,0
15510,4900,0,469,2,3.79,0.21,0,0,0.05,90782,2472,0
5600,4900,4900,30967,133,11.64,2.95,8.49,6.56,154.32,4186238,406,68
16957,0,0,63,1,1,0.02,0,0,0,101940,2960,0
42819,69900,69900,28155,253,5.6,4.93,15.94,4.56,41.83,477867,7761,67
11547,19700,4900,10329,95,7.71,4.65,14.9,4.8,108.62,430293,1218,0
19858,0,0,402,2,2,0.11,0.14,0.01,0.43,29213,3734,0
1907,5890,5890,632,26,2.74,0.05,0.27,0.05,0.37,855887,7753,671
13986,4900,4900,167,3,2.61,0.41,0.9399999999999999,0.61,5.49,143219,2026,0
18397,4900,4900,1051,26,6.67,13.93,10.24,16.68,20.22,58481,3445,0
19329,4900,4900,714,8,2,0.1,0.65,0.34,4.5,42137,3642,0
15766,7900,0,4787,74,3.92,0,0.04,0.02,0,21419,5812,365
19156,4900,4900,128,2,3.58,0.04,0.04,0.04,0.35,2806,4174,3
13085,11500,12600,4953,350,2,0.32,0.36,0.26,43.44,,1665,0
39279,0,0,13,0,0.02,0.06,0.04,0.02,0.02,,4981,0
15085,4900,4900,7,0,1,0.19,0,0,0.07000000000000001,43355,2320,0
11808,4900,4900,1257,14,1.18,0.12,0.11,0.07000000000000001,2.1,,1275,0
44,9900,4900,1,0,1,0,0,0,0,,5976,1029
14375,4900,4900,21,0,3.08,0.08,0.03,0,0.35,37333,2130,69
18856,4900,4900,4074,21,2.51,1.7,0.5600000000000001,1.18,502.19,391190,3542,0
72387,4900,4900,103,23,6,0.75,0.75,0.25,5.25,129153,5844,0
88040,10600,5700,186,2,2.22,0.04,0.04,0,0.04,84744,6223,0
128654,11960,11960,929,17,5,2.89,17,0.33,5,1132916,10844,1
108929,60000,60000,363661,0,0.58,0.03,0,0,2490.85,,7634,0
114905,50000,0,417,0,0.24,0,0,0,0,,8874,1
127882,0,0,7,0,2,1.09,1.82,0,0.73,24168,10328,0
130737,0,0,1000,0,1,0,0,0,0,,11865,1
1534,10380,0,2955,0,1,0.13,0,0,0,25251,11994,1100
118540,4900,4900,73,1,2,1.29,5.06,0.76,1.29,472686,10796,2
106784,0,0,1,0,0,0,0,0,0,,7091,0
14911,10990,12470,2557,16,1.63,0.13,4.88,0.25,16,24353,9400,792
110435,5700,5700,191,8,3.53,0.18,2.18,0,2.71,35508,9312,426
118741,7030,7600,1351,485,20.33,11.08,39.08,3.25,108.83,254144,8962,0
129397,8690,0,0,0,1,0,0,0,0,197,10506,0
122727,7890,7890,5,0,1,0,0,0,0,35050,9616,0
12117,0,0,178,2,2,0.04,0,0,0,,1359,0
16328,0,0,1,0,1,0.03,0.01,0,0.01,,2712,0
19306,14900,14900,211,7,3.28,0.36,0.42,0.37,2.58,226758,3646,0
17191,4900,4900,524,8,1.73,0.44,0.55,0.12,57.63,,3038,0
9214,17000,12600,7043,84,1.57,1.88,5.88,1.75,340.84,204412,1825,7
9266,4900,4900,408,11,3.24,1.64,2.58,1.9,16.25,,1368,4
4075,4900,4900,66063,231,3.99,3.81,8.82,1.21,1.48,76237,22,3
10508,4900,4900,471,13,3.96,0.12,0.04,0,5.55,49380,3729,366
12599,4900,4900,188,4,1.43,0.19,0.26,0.1,0.93,542691,4560,366
18717,14900,14900,1650,36,6.82,0.44,1.86,0.6,9.42,595952,3524,0
21086,4900,4900,1809,53,4.85,1.81,6.13,4.27,70.84999999999999,601062,3930,0
17733,4900,4900,420,3,1,0.1,0.18,0.14,1.22,469129,3303,0
14486,0,0,9,0,0.36,0.1,0,0,0.1,,2178,0
19835,0,0,3,0,0.58,0.08,0.02,0,0.06,,3728,0
23018,4900,4900,80,4,2.85,0.44,0.91,0.5600000000000001,1.71,8282,4276,0
15773,0,0,1077,11,2,0.12,0.39,0.44,5.49,36658,4520,432
16547,0,0,1,0,1,0,0,0,0,,2806,0
14878,4900,4900,40,4,2.9,0.2,0.1,0.03,0.2,,2331,0
23626,0,0,1,0,1,0.04,0,0,0,,4420,0
10368,0,0,4523,32,1,0.8100000000000001,0.01,0.8100000000000001,0.8100000000000001,87,2846,363
47964,5700,5700,1,0,1,0.2,0.07000000000000001,0.02,0.07000000000000001,2987,5372,0
19501,11400,11900,4663,67,3,0.02,0.01,0,0.01,109281,5528,5
38427,0,0,14800,0,0.02,0.06,0,0,0,,4967,0
11318,4900,4900,2,0,0.88,0.03,0,0,0,,1107,0
16669,0,0,994,7,1.84,0.39,1.53,0.88,3.11,,2862,0
55794,15900,7900,17,0,2.67,0,0,0,0,127463,5716,69
108719,5700,8690,0,0,1.45,0,0,0,0,,9106,426
474,0,0,0,0,2,0,0,0,0,3620,8948,1454
63412,7900,7900,478,56,4.3,0.3,0.1,0,2.6,72188,5974,0
96078,22540,63610,24084,474,7.33,1.33,0.67,1.33,1.5,379037,6594,0
117419,5700,5700,24,2,3.82,0.18,0.09,0.18,0.27,45898,8763,0
144202,9800,0,12,2,3,3.5,1.5,0.5,3.5,5499,12752,0
124497,5700,5700,123,7,1.64,0.73,0.18,0,2,519084,10615,1
121567,13080,13380,1017,11,7.56,2.33,1.11,2.44,2.44,214421,9446,0
124241,0,0,533,0,1,0.14,0.43,0.14,0.14,402,9867,0
127217,17260,0,3342,28,1.59,0.27,0.09,0,14.14,16663,10638,1
127218,0,0,2,0,0,0,0,0,0,,10235,0
121696,21990,10690,727,30,3,0.87,2.38,0.03,0.92,812352,9526,0
127329,0,0,13613,511,4.33,6.83,5.75,0.17,6.58,160627,10249,0
125632,4900,4900,40,3,2,0.09,0,0.09,0.09,1275,10132,0
126401,9780,0,349,1,3.25,0,0,0,0,97643,11686,2
120108,5700,5700,167,11,6.73,2.36,1,0.45,3.18,61321,9177,0
128649,4900,4900,5,0,2.82,0.27,0,0,0.18,26240,10407,0
129249,13435,14080,192,5,6.63,0.88,1.63,0,0.88,24059,10596,0
124697,4900,0,12,0,1.38,0.23,0.46,0,0.15,2,11697,2
134189,8360,8360,925,0,3,1.5,0.5,0.5,151.17,754051,11180,0
107263,9180,9180,139,5,2.75,0,0,0,0,17307,7481,0
139190,14380,0,336,114,4,3.25,13.75,0.75,9.5,1255046,11922,0
143664,16950,0,934,55,3.33,11,19,1,300,1349020,12652,0
136229,0,0,38,0,1,0,0,0,0,22281,12094,0
105242,8550,9360,1482,0,1,0.75,0,0,0,,6698,0
79683,12700,7900,932,68,4.83,1.5,10.83,3.5,208.33,444387,6053,0
17606,4900,4900,351,3,3,0.09,0.07000000000000001,0,0.1,21664,3180,0
12425,0,0,1492,0,1,0.07000000000000001,0,0,0,,1442,0
3035,0,0,11936,79,3,0.17,1.55,0.14,0.03,83120,118,4
5741,9800,9800,21295,9,5.73,2.58,6.5,6.36,321.04,164492,737,359
12427,13100,16400,14273,284,5.77,7.83,7.46,5.65,121.83,311998,1441,0
14697,4900,4900,257,5,1.41,0.05,0.17,0.2,4.18,98900,5077,433
16658,4900,4900,81,1,2.73,0.18,0.16,0.03,0.74,144030,3583,2
41118,4900,4900,177,3,2,0.02,0,0,0.02,822381,5114,0
15264,4900,4900,3295,29,4.64,1.7,2.82,1.82,15.6,651531,3069,427
16200,4900,0,1375,26,1.93,0.15,0.24,0.14,1.07,155921,2668,0
9187,4900,4900,463,4,4.06,0.11,0.13,0.03,0,,845,1
17950,22540,22540,8942,3,1.35,0.07000000000000001,0,0,0,48485,7038,61
22442,50000,50000,245397,5871,9.68,0.8,3.42,1.35,3466.14,451821,4173,0
17186,14800,18200,43773,877,5.71,15.14,16.27,17.76,168.18,231828,3035,0
12441,6000,6000,5397,54,9.460000000000001,0.88,1.89,1.05,168.34,46285,2932,360
42965,7900,7900,98,14,3.74,0.51,0.74,0.34,9,639191,5198,0
23624,4900,4900,1249,0,1.76,8.01,5.38,10.4,7.97,212909,4425,0
23905,46970,70190,6357,48,4.67,7.22,7.25,7.2,158.82,805970,4490,0
8319,4900,4900,102,0,2,0.03,0,0,0,,647,426
5838,4900,4900,629,1,3.54,0.12,0.15,0.09,0.22,28088,5100,730
23646,4900,0,52,0,1,0.09,0,0,0.04,1429,4427,0
13903,4900,4900,271,7,1,0.32,0.66,0.22,2.48,639033,1953,0
72897,12630,14310,24879,79,2,0,0,0,0,3307,7068,1
76487,0,0,5,0,0.1,0.5,0,0,0.2,,5967,0
64880,7900,12700,1831,141,5.77,0.38,0.38,0.08,33.46,17872,5736,0
24653,19800,24700,446,28,4.41,0.36,0.21,0.1,6.9,518365,4942,1
57286,0,0,1,0,1,0,0,0,0,2705,5702,69
124022,8535,8535,52,0,2,0,0,0,0,302523,9841,0
108818,5700,11340,4155,64,3.67,0.08,0.54,0.01,19.87,44449,7597,0
132115,0,0,1,0,0.57,1.86,4.86,0,0,,10808,0
79652,4900,4900,86,1,2,0,0,0,0,534724,10789,429
113589,63710,0,31735,386,1,3.2,9.550000000000001,4.02,469.33,1282411,9835,2
122349,9180,9180,15029,13,4.47,1.07,1,0.07000000000000001,159.73,21252,9558,0
119836,6440,6550,1081,12,1.53,1.35,0.06,0.06,14.53,31503,10430,1
105690,5740,5880,888,17,1.83,0.67,0.67,0.5,8.83,271078,6810,0
117715,4900,5300,1959,3,7.19,0,0,0,0.31,7564,9631,1
124317,4900,4900,126,4,6,0.43,0.07000000000000001,0,0.07000000000000001,111166,10085,0
73599,7900,23900,6112,37,8.27,0.64,0.82,0.73,57.36,632556,5888,0
73120,0,0,171,5,4,0.1,0,0,0,1383117,5882,0
66121,7900,7900,235,3,3.2,0.7,1.6,0.7,3.7,7112,5749,0
15902,6000,6000,741,58,4.41,0.12,0.21,0.13,3.77,12776,2593,0
16791,4900,4900,1693,13,4.32,0.48,0.74,0.23,19.35,68927,3150,1
65992,15900,23900,5025,49,7.9,0.4,1.3,0,11.8,734358,5742,0
10213,4900,4900,276,3,7.15,0.08,0.05,0,0.11,,1176,2
16689,4900,4900,61,0,0.58,0.06,0.06,0.01,0.17,,3593,2
17823,0,0,30741,311,1,0.02,0,0,0,7901,3315,0
13530,4900,0,2,0,1,0.08,0.02,0,0.03,,1820,0
18784,9800,4900,949,11,2.06,0.52,1.45,0.74,12.52,138372,3527,0
11472,4900,4900,175,13,2.63,0.07000000000000001,0.02,0.03,0.06,,1168,0
18487,4900,4900,207,2,3.84,0.29,0.27,0.18,2.63,122111,3599,0
21525,4900,4900,811,0,1.96,0.07000000000000001,0.07000000000000001,0,0.04,9460,4071,0
9493,4900,4900,405,2,4.8,8.51,0.75,8.48,5.03,,899,0
10768,4900,4900,1715,24,4.84,1.44,4.26,1.01,35.09,,1018,1
21707,24800,28100,46819,1208,6.57,0.73,2.02,0.17,16.75,71394,4134,0
17987,4900,4900,81,2,2.74,0.11,0.05,0,1.67,71850,3327,0
8866,9800,4900,165,7,1.98,0.02,0.03,0.02,0.73,147064,2473,61
5977,9800,9800,480,1,1.88,0.11,0.1,0.08,2.18,,877,359
13217,6000,7100,3012,64,1,0.12,0.06,0.06,25.19,140373,1828,1
15270,4900,4900,91,2,2.96,0.35,0,0,0.17,133135,2536,0
55169,6900,4900,255,46,3.2,0.9,1.71,0.32,2.78,438298,5534,0
57433,5700,5700,7,0,1,0,0,0,0,322704,6726,69
42160,0,0,7,0,1,0,0,0,0,709,5120,0
78143,7900,7900,170,63,2,0.3,0.1,0,0.5,59029,6279,0
106761,8290,8690,340,0,2.52,0.13,0.13,0.09,2.3,62932,7086,0
143185,0,0,55,13,2.5,1,0.5,0,1,242778,13384,0
113857,8700,9180,2708,352,7.5,2.5,13.08,0.75,46.67,122440,9018,1
108848,8700,8700,71,0,2.75,3.56,0.06,3.5,3.56,4119,7861,425
128653,10070,8550,1609,20,1.82,1.82,2.91,0.27,17.36,38916,10421,0
111175,0,0,7,1,1.95,0.19,0.19,0,0.05,576146,14128,5
128774,4900,4900,33,3,1.78,0,0,0,0,11415,11218,1
123413,6300,6300,1,0,1.91,0,0,0,0,325,9759,0
20246,5300,0,4,0,2.95,0.25,0.3,0.35,0.25,125057,7768,362
106677,5700,5700,152,9,2.58,1.01,5.14,0.42,3.92,79524,7627,0
109706,6820,9360,1474,0,1,0.06,0.72,0.39,0,720001,7781,425
125808,9460,14420,19398,226,3,10.54,32.46,2,112.62,180607,10107,0
114295,0,0,4,0,1,0,0,0,0,44194,9635,2
128103,4900,4900,167,2,1,0.09,0.45,0.27,0.27,24028,10412,0
124776,4900,4900,1007,43,3,0,0.2,0,0,31518,9958,0
118183,0,0,3,0,1,0.06,0,0,0,6781,8858,0
122522,15395,0,1251,14,3,1.5,9.57,0.07000000000000001,6.21,1250581,12265,2
131755,0,0,4,0,1.57,0,0,0,0,3255,12605,1
32175,0,0,26481,0,0.08,0,0,0,0,,4874,0
54634,4900,4900,3,0,1,0,0,0,0,84687,5684,69
92504,4900,4900,327,8,6.29,1,0.43,0,10,336800,6301,0
75055,0,0,1856,1,1,0.09,0,0,0.09,23082,5949,0
79725,4900,4900,544,133,2.83,3.67,7.33,1.83,7.33,1776508,6058,0
108789,13970,13970,393,4,4.59,0.06,0,0,0.06,36840,9393,426
138372,9180,0,12,0,3,0.5,0.25,0.75,0.5,5326,11763,0
127620,7890,22650,8973,0,4.9,0.7,0.1,0.1,539.3,28824,10284,0
132036,4900,4900,150,1,2,5.14,6.86,5.14,4.71,2049875,10826,0
82315,0,0,10,1,2,0.11,0,0,0,4795,6149,0
150178,0,0,25,7,2,0,0,0,0,1766,13715,0
106984,69900,69900,47957,0,4,20,0.5,21.5,20,524994,7514,0
60870,7900,10900,3535,963,7,0.92,2.38,1.69,23.08,178949,5770,0
63214,7900,0,0,0,3,0,0,0,0,20386,5690,0
136795,14080,0,61,4,2,2,0,0,8.4,341614,11538,0
120336,11880,15030,11625,107,12,3.8,4.3,3.6,3.1,161149,9169,0
149201,0,0,35,2,3,1.5,0,0,0,217635,13661,0
133513,5700,0,3,0,1,0.75,0.13,0,0.13,4623,11061,0
132219,0,0,1,0,1,0.57,0.14,0,0.14,311873,10840,0
151650,0,0,2,1,1,2.5,0,0,1,,13936,0
14560,4900,4900,1076,7,5.5,0.01,0,0,0,178737,2968,426
16452,4900,4900,1,1,1,0.05,0.02,0,0.03,10011,2776,0
22506,14900,0,1,0,1,0.05,0,0,0,10108,4192,0
11924,4900,4900,6,0,3,0.05,0,0,0,,1300,0
31088,4900,4900,400,0,1,0.08,0,0,0.15,17633,4856,0
45623,4900,4900,1,0,1.96,0.09,0.18,0.02,0.02,1707708,5311,0
47898,4900,4900,1,0,1,0.14,0.05,0,0.02,,5365,0
7492,4900,4900,370,21,2.82,1.47,5.39,4.29,7.67,17280,3412,793
8317,6000,0,5488,22,2.38,0.11,0.16,0.01,0.01,10821,2638,366
17163,0,0,3,0,1,0.05,0,0,0.03,1357,3091,1
37218,9700,9700,28,1,4.88,0.14,0.1,0.1,0.55,28582,4949,0
19074,4900,4900,2,0,1.77,0.06,0.05,0,0.02,16310,4112,2
15947,4900,9180,135,0,4.1,0.04,0.1,0.02,0.25,69366,6474,364
23154,14900,14900,1,0,1,0.11,0.12,0.01,0.08,12378,4317,0
34736,4900,4900,7,1,1.08,0.21,0.06,0,0.13,12827,5166,1
10482,4900,4900,203,2,2.9,0.49,0.5,0.4,1.35,,975,0
13076,4900,6000,640,39,4.39,0.21,0.12,0.03,14.2,536478,1647,0
20695,4900,4900,6,0,2.68,0.04,0.01,0,0.06,15059,3853,0
20725,4900,4900,145,13,1.88,0.11,0.06,0,0.78,73149,3858,0
13358,6000,6000,1187,51,5.98,2.78,3.22,1.1,5.95,2048765,1868,0
84530,4900,4900,30,1,1,0.38,0.75,0.13,0.25,728087,6167,0
16346,4900,4900,45661,50,1,1.33,1.47,0.54,926.01,16131,3382,427
36193,17900,17900,936,41,11.57,0.45,0.08,0.04,35.53,1091195,5310,1
24420,14900,0,92,2,0.31,0.38,0.15,0.02,0.26,,4595,0
67043,15900,7900,545,21,2.5,0.3,0.1,0,1.2,5,6236,0
41138,0,0,4,0,2,0.16,0,0,0.06,13043,5070,0
17877,4900,4900,1403,10,3.06,0.09,0.02,0.01,4.04,49953,3274,0
52877,4900,20900,7630,10,3.07,0.8,0.6,0.2,6.6,357606,6095,69
85922,0,0,16,0,0.13,1.13,0.38,0,1,,6243,0
46101,0,0,76,0,1,0.07000000000000001,0,0,0,,5321,0
